name,parent_name,desc,rank
gi-K-4PJ3,gi-K-J6T,Gnaphalium L.,genus
gi-K-5QXC6,gi-K-9YC6R,Potentilla argyrophylla var. atrosanguinea (G. Lodd. ex D. Don) Hook. fil.,variety
gi-K-9YC6R,gi-K-6V7H,Potentilla argyrophylla Wall. ex Lehm.,species
gi-K-6V7H,gi-K-628NC,Potentilla L.,genus
gi-K-628NC,gi-K-FTK,Rosoideae Arn.,subfamily
gi-K-6M8CC,gi-K-6376D,"Hirundo smithii Leach & K. D. Koenig, 1818",species
gi-K-6376D,gi-K-B3Y,"Hirundo Linnaeus, 1758",genus
gi-K-B3Y,gi-K-3RL,"Hirundinidae Rafinesque, 1815",family
gi-K-3CKJV,gi-K-4G7R,Eupatorium perfoliatum L.,species
gi-K-4G7R,gi-K-J6T,Eupatorium L.,genus
gi-K-323BK,gi-K-62Q9W,"Cryptotis mexicana (Coues, 1877)",species
gi-K-62Q9W,gi-K-KMY,"Cryptotis Pomel, 1848",genus
gi-K-KMY,gi-K-KCG,"Blarinini Kretzoi, 1965",tribe
gi-K-KCG,gi-K-626YH,"Soricinae G. Fischer, 1814",subfamily
gi-K-45CW6,gi-K-5WPR,"Myrmoborus myotherinus (Spix, 1825)",species
gi-K-5WPR,gi-K-H5C,"Myrmoborus Cabanis & Heine, 1859",genus
gi-K-H5C,gi-K-3RL,"Thamnophilidae Swainson, 1824",family
gi-K-3HFDK,gi-K-4R94,"Grus nigricollis Prjevalsky, 1876",species
gi-K-4R94,gi-K-JMM,"Grus Brisson, 1760",genus
gi-K-JMM,gi-K-625DG,Gruinae,subfamily
gi-K-625DG,gi-K-6223K,Gruidae,family
gi-K-6223K,gi-K-V2,Gruiformes,order
gi-K-8GQ2P,gi-K-8GNS3,"Monilesaurus acanthocephalus Pal, Vijayakumar, Shanker, Jayarajan & Deepak, 2018",species
